2016/11/22	00:00:00	1519.6025	1520.80928	1521.69208	1524.65829	1526.46142	1537.93934	1542.5348	1545.561	1548.932	1514.60644
2016/11/22	00:00:05	1519.60342	1520.8088	1521.69237	1524.65891	1526.46091	1537.93968	1542.53485	1545.55983	1548.93138	1514.60714
2016/11/22	00:00:10	1519.60066	1520.80846	1521.69292	1524.65861	1526.46121	1537.93965	1542.53496	1545.56069	1548.93242	1514.60795
2016/11/22	00:00:15	1519.60211	1520.80861	1521.69222	1524.65779	1526.46195	1537.9387	1542.53548	1545.56023	1548.93206	1514.60699
2016/11/22	00:00:20	1519.60167	1520.80805	1521.69089	1524.65962	1526.46098	1537.93797	1542.53441	1545.56108	1548.93213	1514.60728
2016/11/22	00:00:25	1519.60379	1520.80861	1521.69169	1524.65856	1526.46109	1537.93855	1542.53549	1545.5581	1548.93203	1514.60732
2016/11/22	00:00:30	1519.60216	1520.80887	1521.69186	1524.65802	1526.46065	1537.93963	1542.5346	1545.55982	1548.93197	1514.6079
2016/11/22	00:00:35	1519.60168	1520.80831	1521.69314	1524.6579	1526.46041	1537.93784	1542.53403	1545.56017	1548.93117	1514.60739
2016/11/22	00:00:40	1519.60346	1520.8084	1521.69176	1524.65875	1526.46084	1537.93944	1542.53561	1545.55973	1548.93174	1514.60792
2016/11/22	00:00:45	1519.60222	1520.80975	1521.69231	1524.65834	1526.46032	1537.9384	1542.53488	1545.56031	1548.93166	1514.60729
2016/11/22	00:00:50	1519.60129	1520.80887	1521.69304	1524.65869	1526.46044	1537.93922	1542.53516	1545.56055	1548.93178	1514.60785
2016/11/22	00:00:55	1519.60222	1520.8091	1521.69273	1524.65753	1526.46113	1537.93955	1542.53585	1545.55984	1548.93136	1514.60717
2016/11/22	00:01:00	1519.60165	1520.80859	1521.69138	1524.65868	1526.46124	1537.93863	1542.53398	1545.56048	1548.93114	1514.60759
2016/11/22	00:01:05	1519.60221	1520.80853	1521.69119	1524.65915	1526.46146	1537.9398	1542.535	1545.56044	1548.93164	1514.6072
2016/11/22	00:01:10	1519.60163	1520.80952	1521.69312	1524.65856	1526.46145	1537.93975	1542.53563	1545.55961	1548.93189	1514.60703
2016/11/22	00:01:15	1519.6019	1520.80931	1521.69366	1524.65846	1526.46052	1537.93943	1542.53553	1545.56029	1548.93174	1514.60865
2016/11/22	00:01:20	1519.60221	1520.8091	1521.69371	1524.65779	1526.46096	1537.93891	1542.53498	1545.56123	1548.93157	1514.60825
2016/11/22	00:01:25	1519.60308	1520.80906	1521.69187	1524.65814	1526.4607	1537.93875	1542.53566	1545.56	1548.93173	1514.60751
2016/11/22	00:01:30	1519.60251	1520.80904	1521.6923	1524.65908	1526.4601	1537.93874	1542.53469	1545.56133	1548.93106	1514.60718
2016/11/22	00:01:35	1519.60228	1520.80866	1521.69176	1524.6582	1526.46012	1537.93994	1542.53519	1545.56107	1548.93137	1514.60748
2016/11/22	00:01:40	1519.60129	1520.80807	1521.69265	1524.65842	1526.46034	1537.93981	1542.53401	1545.55885	1548.93122	1514.60762
2016/11/22	00:01:45	1519.60341	1520.80864	1521.69133	1524.65911	1526.46082	1537.9401	1542.53533	1545.55992	1548.93136	1514.60649
2016/11/22	00:01:50	1519.60079	1520.80858	1521.69114	1524.65867	1526.46172	1537.9387	1542.53426	1545.561	1548.93172	1514.6071
2016/11/22	00:01:55	1519.60357	1520.80813	1521.69161	1524.65893	1526.46071	1537.93832	1542.53505	1545.55981	1548.93107	1514.60762
2016/11/22	00:02:00	1519.60133	1520.80861	1521.69162	1524.65822	1526.46087	1537.93934	1542.53452	1545.56014	1548.93135	1514.60675
2016/11/22	00:02:05	1519.60217	1520.80846	1521.693	1524.65817	1526.46165	1537.94012	1542.53401	1545.56139	1548.93186	1514.60675
2016/11/22	00:02:10	1519.60292	1520.80857	1521.6935	1524.65868	1526.46063	1537.94039	1542.535	1545.5603	1548.93102	1514.60756
2016/11/22	00:02:15	1519.6017	1520.8089	1521.69308	1524.65833	1526.46143	1537.93938	1542.53467	1545.56021	1548.93122	1514.60673
2016/11/22	00:02:20	1519.60214	1520.80827	1521.69205	1524.65872	1526.46061	1537.93934	1542.53472	1545.56093	1548.93133	1514.60874
2016/11/22	00:02:25	1519.60203	1520.80969	1521.69417	1524.6578	1526.4616	1537.93931	1542.53405	1545.56051	1548.93143	1514.60675
2016/11/22	00:02:30	1519.60328	1520.80879	1521.69277	1524.65804	1526.46078	1537.93883	1542.53467	1545.56091	1548.93148	1514.60747
2016/11/22	00:02:35	1519.60298	1520.80801	1521.69218	1524.6587	1526.46098	1537.93971	1542.53484	1545.55964	1548.93092	1514.608
2016/11/22	00:02:40	1519.60258	1520.8088	1521.6937	1524.65765	1526.46062	1537.93846	1542.53586	1545.55938	1548.9314	1514.60657
2016/11/22	00:02:45	1519.60174	1520.80897	1521.69215	1524.65889	1526.46112	1537.93918	1542.53456	1545.56074	1548.93144	1514.60735
2016/11/22	00:02:50	1519.60123	1520.80911	1521.69176	1524.65871	1526.46095	1537.9389	1542.53605	1545.56067	1548.9315	1514.60713
2016/11/22	00:02:55	1519.60235	1520.8088	1521.69233	1524.65829	1526.46128	1537.93906	1542.53431	1545.56029	1548.93185	1514.60718
2016/11/22	00:03:00	1519.60338	1520.80819	1521.6928	1524.65879	1526.46077	1537.93952	1542.53476	1545.55768	1548.93133	1514.60675
2016/11/22	00:03:05	1519.60172	1520.80884	1521.69196	1524.65822	1526.46018	1537.93853	1542.53499	1545.56067	1548.93146	1514.60745
